session_id,label,scenario,rule_match,privilege_escalation_flag,security_process_killed,driver_load_present,time_since_driver_load,driver_load_time,privilege_escalation_time,security_process_kill_time,burst_seconds,precursor_command_count,session_start,session_end,ground_truth_label,risk_score,alert,sequence_alert,burst_score,burst_alert
06a9c170-7b78-4b38-922f-04b540180d87,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.800175+00:00,2026-09-02T07:06:40.800175+00:00,,,0,2026-09-02 07:06:30.800175+00:00,2026-09-02 07:07:23.800175+00:00,benign,0.0,False,False,0.0,False
08865111-7cea-4a78-a2dc-87d1fbeecb65,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.798961+00:00,2026-09-02T07:06:38.798961+00:00,2026-09-02T07:06:55.798961+00:00,25.0,1,2026-09-02 07:06:30.798961+00:00,2026-09-02 07:07:20.798961+00:00,attack,1.0,True,False,0.0,False
08950911-9371-4c5a-9d54-bd429ec21eb3,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.798219+00:00,2026-09-02T07:06:32.798219+00:00,,,0,2026-09-02 07:06:30.798219+00:00,2026-09-02 07:06:38.798219+00:00,benign,0.0,False,False,0.0,False
08ed756a-cd39-4fae-916d-ae367d23a0e0,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.793702+00:00,2026-09-02T07:06:32.793702+00:00,,,1,2026-09-02 07:06:30.793702+00:00,2026-09-02 07:06:35.793702+00:00,attack,1.0,True,False,0.0,False
097b1ec4-45e8-4b11-afd2-0e40eb672ace,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.792418+00:00,2026-09-02T07:06:32.792418+00:00,,,0,2026-09-02 07:06:30.792418+00:00,2026-09-02 07:06:38.792418+00:00,benign,0.0,False,False,0.0,False
0b7931c4-0ce4-4019-82ae-0784c04e6959,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.795030+00:00,2026-09-02T07:06:40.795030+00:00,,,0,2026-09-02 07:06:30.795030+00:00,2026-09-02 07:07:14.795030+00:00,benign,0.0,False,False,0.0,False
0bc00d7b-1bb0-480d-b2fd-7b3b8c46abd2,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.794212+00:00,2026-09-02T07:06:31.794212+00:00,2026-09-02T07:06:34.794212+00:00,4.0,1,2026-09-02 07:06:30.794212+00:00,2026-09-02 07:06:36.794212+00:00,attack,1.0,True,False,0.0,False
0c8ab834-1076-4323-bf78-4b32887ed78f,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.796604+00:00,2026-09-02T07:06:32.796604+00:00,,,1,2026-09-02 07:06:30.796604+00:00,2026-09-02 07:06:35.796604+00:00,attack,1.0,True,False,0.0,False
0cedcdfd-bb1e-46eb-a307-7a1ab48e91cb,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.792523+00:00,2026-09-02T07:06:31.792523+00:00,2026-09-02T07:06:34.792523+00:00,4.0,1,2026-09-02 07:06:30.792523+00:00,2026-09-02 07:06:36.792523+00:00,attack,1.0,True,False,0.0,False
0da3791c-7a59-43b4-89b4-4fbdd62331b5,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.792574+00:00,2026-09-02T07:06:32.792574+00:00,,,0,2026-09-02 07:06:30.792574+00:00,2026-09-02 07:06:38.792574+00:00,benign,0.0,False,False,0.0,False
0df36de9-e1a4-47b5-8c22-c464ec798f37,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.796529+00:00,2026-09-02T07:06:31.796529+00:00,2026-09-02T07:06:34.796529+00:00,4.0,1,2026-09-02 07:06:30.796529+00:00,2026-09-02 07:06:36.796529+00:00,attack,1.0,True,False,0.0,False
0e3b8ec6-9da6-4752-9a68-8408bc7a3837,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.794350+00:00,2026-09-02T07:06:31.794350+00:00,2026-09-02T07:06:34.794350+00:00,4.0,1,2026-09-02 07:06:30.794350+00:00,2026-09-02 07:06:36.794350+00:00,attack,1.0,True,False,0.0,False
10da57bd-c1e4-438f-9cfc-47894ffe0f46,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.796448+00:00,2026-09-02T07:06:32.796448+00:00,,,1,2026-09-02 07:06:30.796448+00:00,2026-09-02 07:06:35.796448+00:00,attack,1.0,True,False,0.0,False
114b82b1-bbc9-41b2-a6f5-8be15e2e7093,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.797607+00:00,2026-09-02T07:06:32.797607+00:00,,,1,2026-09-02 07:06:30.797607+00:00,2026-09-02 07:06:35.797607+00:00,attack,1.0,True,False,0.0,False
117aa2fc-0258-4df4-ac4d-6eff6dfa21a5,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.796186+00:00,2026-09-02T07:06:31.796186+00:00,2026-09-02T07:06:34.796186+00:00,4.0,1,2026-09-02 07:06:30.796186+00:00,2026-09-02 07:06:36.796186+00:00,attack,1.0,True,False,0.0,False
11c0206c-ab04-492c-8898-e964bbe76e55,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.795403+00:00,2026-09-02T07:06:32.795403+00:00,,,0,2026-09-02 07:06:30.795403+00:00,2026-09-02 07:06:38.795403+00:00,benign,0.0,False,False,0.0,False
11efb4b0-8ffb-4a5e-bd22-5378b43ea463,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.798739+00:00,2026-09-02T07:06:32.798739+00:00,,,1,2026-09-02 07:06:30.798739+00:00,2026-09-02 07:06:35.798739+00:00,attack,1.0,True,False,0.0,False
12147177-127c-41f7-92a8-b0d75f1b8521,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.795980+00:00,2026-09-02T07:06:31.795980+00:00,2026-09-02T07:06:34.795980+00:00,4.0,1,2026-09-02 07:06:30.795980+00:00,2026-09-02 07:06:36.795980+00:00,attack,1.0,True,False,0.0,False
13e57d34-7b7d-429e-9ff0-7513ffdd189f,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.799775+00:00,2026-09-02T07:06:50.799775+00:00,2026-09-02T07:07:15.799775+00:00,45.0,1,2026-09-02 07:06:30.799775+00:00,2026-09-02 07:07:40.799775+00:00,attack,1.0,True,False,0.0,False
145a32d8-4bec-4483-8890-657964924b1d,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.799063+00:00,2026-09-02T07:06:32.799063+00:00,,,1,2026-09-02 07:06:30.799063+00:00,2026-09-02 07:06:35.799063+00:00,attack,1.0,True,False,0.0,False
14783ff0-f25b-4558-a9e1-5e41b9e2734f,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.793903+00:00,2026-09-02T07:06:38.793903+00:00,2026-09-02T07:06:55.793903+00:00,25.0,1,2026-09-02 07:06:30.793903+00:00,2026-09-02 07:07:20.793903+00:00,attack,1.0,True,False,0.0,False
148983b4-3a15-43a1-bb39-b75e80fa0961,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.797318+00:00,2026-09-02T07:06:31.797318+00:00,2026-09-02T07:06:34.797318+00:00,4.0,1,2026-09-02 07:06:30.797318+00:00,2026-09-02 07:06:36.797318+00:00,attack,1.0,True,False,0.0,False
14d4eadb-8044-49ad-adb8-3dcdf35a3328,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.799932+00:00,2026-09-02T07:06:50.799932+00:00,2026-09-02T07:07:15.799932+00:00,45.0,1,2026-09-02 07:06:30.799932+00:00,2026-09-02 07:07:40.799932+00:00,attack,1.0,True,False,0.0,False
176a466b-444b-4c56-988f-35bf52e55cf6,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.796483+00:00,2026-09-02T07:06:31.796483+00:00,2026-09-02T07:06:34.796483+00:00,4.0,1,2026-09-02 07:06:30.796483+00:00,2026-09-02 07:06:36.796483+00:00,attack,1.0,True,False,0.0,False
17c103bf-76f8-47d4-af9b-c6cf6c9b64c6,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.798666+00:00,2026-09-02T07:06:31.798666+00:00,2026-09-02T07:06:34.798666+00:00,4.0,1,2026-09-02 07:06:30.798666+00:00,2026-09-02 07:06:36.798666+00:00,attack,1.0,True,False,0.0,False
17cc6eb0-1d66-4186-8a2f-658ae944e25c,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.795487+00:00,2026-09-02T07:06:31.795487+00:00,2026-09-02T07:06:34.795487+00:00,4.0,1,2026-09-02 07:06:30.795487+00:00,2026-09-02 07:06:36.795487+00:00,attack,1.0,True,False,0.0,False
19cd9906-9c16-48bc-8d61-9fe2ce684d88,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.799038+00:00,2026-09-02T07:06:32.799038+00:00,,,0,2026-09-02 07:06:30.799038+00:00,2026-09-02 07:06:38.799038+00:00,benign,0.0,False,False,0.0,False
1a1b0aad-8798-401d-a748-ad80e9435a13,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.795237+00:00,2026-09-02T07:06:32.795237+00:00,,,1,2026-09-02 07:06:30.795237+00:00,2026-09-02 07:06:35.795237+00:00,attack,1.0,True,False,0.0,False
1b13ab93-aaab-4279-be3a-352be959d579,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.799575+00:00,2026-09-02T07:06:50.799575+00:00,2026-09-02T07:07:15.799575+00:00,45.0,1,2026-09-02 07:06:30.799575+00:00,2026-09-02 07:07:40.799575+00:00,attack,1.0,True,False,0.0,False
1c5242e7-a802-4a46-8441-e010950a0ec4,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.797750+00:00,2026-09-02T07:06:32.797750+00:00,,,0,2026-09-02 07:06:30.797750+00:00,2026-09-02 07:06:38.797750+00:00,benign,0.0,False,False,0.0,False
1cadb7bd-40c6-42cd-9156-4ad058bc5959,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.797396+00:00,2026-09-02T07:06:40.797396+00:00,,,0,2026-09-02 07:06:30.797396+00:00,2026-09-02 07:07:20.797396+00:00,benign,0.0,False,False,0.0,False
1cd34877-c5e6-46c7-ab1a-6d323f4f7754,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.799897+00:00,2026-09-02T07:06:32.799897+00:00,,,0,2026-09-02 07:06:30.799897+00:00,2026-09-02 07:06:38.799897+00:00,benign,0.0,False,False,0.0,False
1e1fa182-d56c-45d2-bc90-7fcd7a2f46e2,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.794675+00:00,2026-09-02T07:06:38.794675+00:00,2026-09-02T07:06:55.794675+00:00,25.0,1,2026-09-02 07:06:30.794675+00:00,2026-09-02 07:07:20.794675+00:00,attack,1.0,True,False,0.0,False
1e3b5b07-f020-42b0-8403-575aeaff697e,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.798937+00:00,2026-09-02T07:06:31.798937+00:00,2026-09-02T07:06:34.798937+00:00,4.0,1,2026-09-02 07:06:30.798937+00:00,2026-09-02 07:06:36.798937+00:00,attack,1.0,True,False,0.0,False
1ea955b1-a298-4152-8264-297e78b75e31,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.794004+00:00,2026-09-02T07:06:50.794004+00:00,2026-09-02T07:07:15.794004+00:00,45.0,1,2026-09-02 07:06:30.794004+00:00,2026-09-02 07:07:40.794004+00:00,attack,1.0,True,False,0.0,False
1f199f9b-0d25-4d29-8598-64062780ca20,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.792352+00:00,2026-09-02T07:06:31.792352+00:00,2026-09-02T07:06:34.792352+00:00,4.0,1,2026-09-02 07:06:30.792352+00:00,2026-09-02 07:06:36.792352+00:00,attack,1.0,True,False,0.0,False
206d7ad9-82ea-45bd-822d-ec3d838b6b94,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.795849+00:00,2026-09-02T07:06:38.795849+00:00,2026-09-02T07:06:55.795849+00:00,25.0,1,2026-09-02 07:06:30.795849+00:00,2026-09-02 07:07:20.795849+00:00,attack,1.0,True,False,0.0,False
20d187b8-00e9-4adf-9ec4-fcbb4ef93ea5,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.792753+00:00,2026-09-02T07:06:32.792753+00:00,,,1,2026-09-02 07:06:30.792753+00:00,2026-09-02 07:06:35.792753+00:00,attack,1.0,True,False,0.0,False
214ee260-06b9-4cdf-aaaf-6882030cfb71,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.796113+00:00,2026-09-02T07:06:50.796113+00:00,2026-09-02T07:07:15.796113+00:00,45.0,1,2026-09-02 07:06:30.796113+00:00,2026-09-02 07:07:40.796113+00:00,attack,1.0,True,False,0.0,False
21dc6333-b955-42bb-b499-a8ec31b39e5f,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.794150+00:00,2026-09-02T07:06:50.794150+00:00,2026-09-02T07:07:15.794150+00:00,45.0,1,2026-09-02 07:06:30.794150+00:00,2026-09-02 07:07:40.794150+00:00,attack,1.0,True,False,0.0,False
22ab60c6-8ed0-4b10-a576-a0a30c1833ab,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.792685+00:00,2026-09-02T07:06:31.792685+00:00,2026-09-02T07:06:34.792685+00:00,4.0,1,2026-09-02 07:06:30.792685+00:00,2026-09-02 07:06:36.792685+00:00,attack,1.0,True,False,0.0,False
24b194eb-5b3b-4eeb-a8f4-7ff8c8fa0b11,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.797220+00:00,2026-09-02T07:06:32.797220+00:00,,,0,2026-09-02 07:06:30.797220+00:00,2026-09-02 07:06:38.797220+00:00,benign,0.0,False,False,0.0,False
25d338d3-c418-4533-96cd-e7dce991d372,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.797028+00:00,2026-09-02T07:06:40.797028+00:00,,,0,2026-09-02 07:06:30.797028+00:00,2026-09-02 07:07:08.797028+00:00,benign,0.0,False,False,0.0,False
25f11c17-c75d-4f7f-95b1-f87b7646d140,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.796715+00:00,2026-09-02T07:06:40.796715+00:00,,,0,2026-09-02 07:06:30.796715+00:00,2026-09-02 07:07:19.796715+00:00,benign,0.0,False,False,0.0,False
271d002a-3094-410c-aed9-41e7c14e7ba5,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.797944+00:00,2026-09-02T07:06:50.797944+00:00,2026-09-02T07:07:15.797944+00:00,45.0,1,2026-09-02 07:06:30.797944+00:00,2026-09-02 07:07:40.797944+00:00,attack,1.0,True,False,0.0,False
2736f74d-8845-475d-ac61-90bfa9529f18,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.796096+00:00,2026-09-02T07:06:32.796096+00:00,,,1,2026-09-02 07:06:30.796096+00:00,2026-09-02 07:06:35.796096+00:00,attack,1.0,True,False,0.0,False
27ce4c93-0a05-4d91-8f59-7d717349f18c,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.800019+00:00,2026-09-02T07:06:40.800019+00:00,,,0,2026-09-02 07:06:30.800019+00:00,2026-09-02 07:07:22.800019+00:00,benign,0.0,False,False,0.0,False
2860eb34-52f7-4cb6-a13a-f051971d75b9,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.797806+00:00,2026-09-02T07:06:31.797806+00:00,2026-09-02T07:06:34.797806+00:00,4.0,1,2026-09-02 07:06:30.797806+00:00,2026-09-02 07:06:36.797806+00:00,attack,1.0,True,False,0.0,False
28c111c7-78f7-4161-ba4b-60b672a83cf8,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.794767+00:00,2026-09-02T07:06:32.794767+00:00,,,1,2026-09-02 07:06:30.794767+00:00,2026-09-02 07:06:35.794767+00:00,attack,1.0,True,False,0.0,False
28f1a747-29ed-4238-bfed-4e7a6f599fb2,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.799003+00:00,2026-09-02T07:06:40.799003+00:00,,,0,2026-09-02 07:06:30.799003+00:00,2026-09-02 07:07:06.799003+00:00,benign,0.0,False,False,0.0,False
2a4d66c9-34c1-408f-8bc7-f49391427879,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.800429+00:00,2026-09-02T07:06:32.800429+00:00,,,1,2026-09-02 07:06:30.800429+00:00,2026-09-02 07:06:35.800429+00:00,attack,1.0,True,False,0.0,False
2a9567c9-934c-48c8-8a51-ff01ff65f54c,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.797557+00:00,2026-09-02T07:06:40.797557+00:00,,,0,2026-09-02 07:06:30.797557+00:00,2026-09-02 07:07:27.797557+00:00,benign,0.0,False,False,0.0,False
2cda33a8-3c59-49e8-af5d-ceee72f5a2ae,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.796832+00:00,2026-09-02T07:06:38.796832+00:00,2026-09-02T07:06:55.796832+00:00,25.0,1,2026-09-02 07:06:30.796832+00:00,2026-09-02 07:07:20.796832+00:00,attack,1.0,True,False,0.0,False
2dd6d7e2-3fad-42df-ba13-b374620a9028,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.797373+00:00,2026-09-02T07:06:31.797373+00:00,2026-09-02T07:06:34.797373+00:00,4.0,1,2026-09-02 07:06:30.797373+00:00,2026-09-02 07:06:36.797373+00:00,attack,1.0,True,False,0.0,False
2e649b1e-7cb1-4588-921c-39645d78143d,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.797533+00:00,2026-09-02T07:06:31.797533+00:00,2026-09-02T07:06:34.797533+00:00,4.0,1,2026-09-02 07:06:30.797533+00:00,2026-09-02 07:06:36.797533+00:00,attack,1.0,True,False,0.0,False
2f46553f-4e3b-4ca1-9b07-5e7c5511389a,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.799280+00:00,2026-09-02T07:06:38.799280+00:00,2026-09-02T07:06:55.799280+00:00,25.0,1,2026-09-02 07:06:30.799280+00:00,2026-09-02 07:07:20.799280+00:00,attack,1.0,True,False,0.0,False
2fc3c7b5-f18f-4b5d-a07a-be7bf73b38f7,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.792706+00:00,2026-09-02T07:06:40.792706+00:00,,,0,2026-09-02 07:06:30.792706+00:00,2026-09-02 07:07:27.792706+00:00,benign,0.0,False,False,0.0,False
2fe60ac3-8e47-459d-9628-b5605f4439da,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.793974+00:00,2026-09-02T07:06:32.793974+00:00,,,0,2026-09-02 07:06:30.793974+00:00,2026-09-02 07:06:38.793974+00:00,benign,0.0,False,False,0.0,False
31dcfb1e-9503-407c-98f3-e6250927f0a7,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.799700+00:00,2026-09-02T07:06:40.799700+00:00,,,0,2026-09-02 07:06:30.799700+00:00,2026-09-02 07:07:10.799700+00:00,benign,0.0,False,False,0.0,False
325352cf-c4ee-4835-8b8d-3aed808e69b5,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.797350+00:00,2026-09-02T07:06:38.797350+00:00,2026-09-02T07:06:55.797350+00:00,25.0,1,2026-09-02 07:06:30.797350+00:00,2026-09-02 07:07:20.797350+00:00,attack,1.0,True,False,0.0,False
3334cff1-892f-4f2b-a1c0-1029fd4dbf32,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.793193+00:00,2026-09-02T07:06:32.793193+00:00,,,1,2026-09-02 07:06:30.793193+00:00,2026-09-02 07:06:35.793193+00:00,attack,1.0,True,False,0.0,False
339432e6-0dbd-48f9-818a-7c91a755444d,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.795117+00:00,2026-09-02T07:06:31.795117+00:00,2026-09-02T07:06:34.795117+00:00,4.0,1,2026-09-02 07:06:30.795117+00:00,2026-09-02 07:06:36.795117+00:00,attack,1.0,True,False,0.0,False
3608702a-623d-4dc8-9853-134fcf8927d2,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.795803+00:00,2026-09-02T07:06:50.795803+00:00,2026-09-02T07:07:15.795803+00:00,45.0,1,2026-09-02 07:06:30.795803+00:00,2026-09-02 07:07:40.795803+00:00,attack,1.0,True,False,0.0,False
3623264b-2b0f-42bb-838c-2947b4081911,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.798619+00:00,2026-09-02T07:06:31.798619+00:00,2026-09-02T07:06:34.798619+00:00,4.0,1,2026-09-02 07:06:30.798619+00:00,2026-09-02 07:06:36.798619+00:00,attack,1.0,True,False,0.0,False
36b2fca7-6fc8-4d9d-bc5e-f69a8a14c479,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.793942+00:00,2026-09-02T07:06:40.793942+00:00,,,0,2026-09-02 07:06:30.793942+00:00,2026-09-02 07:07:29.793942+00:00,benign,0.0,False,False,0.0,False
36e0b31b-d39f-4364-a936-f1ce8cdc1a9b,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.796753+00:00,2026-09-02T07:06:32.796753+00:00,,,0,2026-09-02 07:06:30.796753+00:00,2026-09-02 07:06:38.796753+00:00,benign,0.0,False,False,0.0,False
37b4d8cc-bef2-4e91-829b-16b7e0a10421,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.792451+00:00,2026-09-02T07:06:50.792451+00:00,2026-09-02T07:07:15.792451+00:00,45.0,1,2026-09-02 07:06:30.792451+00:00,2026-09-02 07:07:40.792451+00:00,attack,1.0,True,False,0.0,False
37ff31e7-ff46-4d74-ae1f-624220c53724,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.798237+00:00,2026-09-02T07:06:32.798237+00:00,,,1,2026-09-02 07:06:30.798237+00:00,2026-09-02 07:06:35.798237+00:00,attack,1.0,True,False,0.0,False
39d3d91d-c08a-4858-892b-a5f1a01731a4,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.798484+00:00,2026-09-02T07:06:38.798484+00:00,2026-09-02T07:06:55.798484+00:00,25.0,1,2026-09-02 07:06:30.798484+00:00,2026-09-02 07:07:20.798484+00:00,attack,1.0,True,False,0.0,False
39d6a34e-26aa-4c1f-92c1-d6fd9085f8e9,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.795701+00:00,2026-09-02T07:06:31.795701+00:00,2026-09-02T07:06:34.795701+00:00,4.0,1,2026-09-02 07:06:30.795701+00:00,2026-09-02 07:06:36.795701+00:00,attack,1.0,True,False,0.0,False
3c70f3af-addf-42c5-88ac-8da429ac329d,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.799143+00:00,2026-09-02T07:06:31.799143+00:00,2026-09-02T07:06:34.799143+00:00,4.0,1,2026-09-02 07:06:30.799143+00:00,2026-09-02 07:06:36.799143+00:00,attack,1.0,True,False,0.0,False
3ee1bd1d-6ffa-4311-936b-7a72e3fbce12,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.796298+00:00,2026-09-02T07:06:31.796298+00:00,2026-09-02T07:06:34.796298+00:00,4.0,1,2026-09-02 07:06:30.796298+00:00,2026-09-02 07:06:36.796298+00:00,attack,1.0,True,False,0.0,False
3fa24b34-d61f-4283-8267-94c5d98b4788,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.798847+00:00,2026-09-02T07:06:40.798847+00:00,,,0,2026-09-02 07:06:30.798847+00:00,2026-09-02 07:07:17.798847+00:00,benign,0.0,False,False,0.0,False
