session_id,scenario,ground_truth_label,rule_match,privilege_escalation_flag,security_process_killed,precursor_command_count,burst_seconds,burst_window_seconds,subscore_driver_reputation,subscore_privilege_escalation,subscore_process_kill,subscore_precursor_command,risk_score,sequence_alert,burst_score,burst_alert,alert,detection_reason,attack_start,detection_time,detection_delay_seconds
04b4d418-ddb5-4834-8716-5b4d62bb5363,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.729053+00:00,2026-09-02T07:06:30.729053+00:00,0.0
04b89487-62fc-4420-b154-d80525dda312,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.714706+00:00,,
04c7b215-c8ee-43ab-82ee-178d19bd451e,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.725484+00:00,2026-09-02T07:06:30.725484+00:00,0.0
055300b0-4488-46f3-b66d-e33bf669859e,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.727006+00:00,2026-09-02T07:06:30.727006+00:00,0.0
0576facc-02c8-4974-99ec-3999c75b4f5f,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.734964+00:00,,
05ef5963-8854-4d91-a87e-823564e17a7e,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.730390+00:00,,
063791ff-7cfe-46cd-8f73-91225dc65b5b,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.735480+00:00,2026-09-02T07:06:30.735480+00:00,0.0
065e84ad-58e8-4951-8f95-4dbd2de63954,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.739254+00:00,2026-09-02T07:06:30.739254+00:00,0.0
067cf742-d0d9-4187-8e4c-d1bf36fcd8c0,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.728783+00:00,,
069e5ec3-5f12-4f1e-a74e-94a1ccf2bbce,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.723222+00:00,,
070a0ff1-8eb3-481f-99a4-2d30c5335214,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.724228+00:00,,
0716b81e-67fe-4c34-8e6e-fc14f6645a52,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.716992+00:00,2026-09-02T07:06:30.716992+00:00,0.0
07739959-6912-4830-a199-ed5a3151c9dc,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.716068+00:00,,
07804b68-89ce-43f5-837b-8debf973bc23,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.721123+00:00,2026-09-02T07:06:30.721123+00:00,0.0
07b260bb-3d0e-4231-aca1-621bac229bcd,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.717379+00:00,2026-09-02T07:06:30.717379+00:00,0.0
07bda21a-b0d2-4e75-bb4d-62c4438ac424,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.727885+00:00,2026-09-02T07:06:30.727885+00:00,0.0
07fb7a40-2fcd-4e0f-9c16-e28d93316c7f,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.733931+00:00,2026-09-02T07:06:30.733931+00:00,0.0
0825aaed-d838-4e3d-9337-075c97bff5c6,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.737693+00:00,2026-09-02T07:06:30.737693+00:00,0.0
0884c61f-0db3-43dd-906d-9e273496e6c9,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.726075+00:00,,
088d1f22-bd7d-4924-9489-519b223157b7,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.739906+00:00,,
08bf81ae-22a0-4e80-b9f9-b4a296254070,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.720202+00:00,,
08de30b6-e53b-4b55-9dba-78f60b103675,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.730611+00:00,2026-09-02T07:06:30.730611+00:00,0.0
08ee8109-f4aa-4fd6-8aec-ca4e400012c0,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.714795+00:00,2026-09-02T07:06:30.714795+00:00,0.0
09491121-1e65-4875-96d3-024361668ffd,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.733574+00:00,2026-09-02T07:06:30.733574+00:00,0.0
095c3520-6cf6-42d8-92a9-f6f172497387,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.714380+00:00,2026-09-02T07:06:30.714380+00:00,0.0
09642597-047f-429e-ab73-cd29e9d9faac,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.724576+00:00,,
098b4d25-3029-4b80-b7ee-ef07c5c35b0b,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.728420+00:00,2026-09-02T07:06:30.728420+00:00,0.0
09bc912e-8504-48d9-b555-95f6bc52fb27,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.739795+00:00,2026-09-02T07:06:30.739795+00:00,0.0
09d75084-cf9e-44e5-aa65-d2f9c03454d3,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.725096+00:00,,
0a895d92-1620-4a39-bd44-0457bd3cff74,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.726817+00:00,2026-09-02T07:06:30.726817+00:00,0.0
0becfd84-3e6f-4ca0-83bd-a1895bcced95,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.733628+00:00,2026-09-02T07:06:30.733628+00:00,0.0
0c63e2ab-ab45-486e-80f2-a0f4711c407c,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.732161+00:00,2026-09-02T07:06:30.732161+00:00,0.0
0c661a2d-565f-4eb2-8318-06e5445feacf,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.733792+00:00,2026-09-02T07:06:30.733792+00:00,0.0
0cb0aca4-f26a-44ec-afe4-23594f6e8d8c,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.724793+00:00,2026-09-02T07:06:30.724793+00:00,0.0
0cd13449-9577-4f93-813f-9d07ace4fce9,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.729577+00:00,2026-09-02T07:06:30.729577+00:00,0.0
0d2ba440-98bc-47e2-b1e8-42c2676f71ae,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.715215+00:00,,
0d47e9c2-539c-48f6-84c0-48942e94ef4d,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.720262+00:00,2026-09-02T07:06:30.720262+00:00,0.0
0d6e2aa2-22d0-46ce-be2f-a4c863be96ad,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.726316+00:00,2026-09-02T07:06:30.726316+00:00,0.0
0d8890eb-f430-4412-b70a-41cd18033ca0,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.714818+00:00,2026-09-02T07:06:30.714818+00:00,0.0
0d91b147-97fb-40a1-adca-fce5fee7a2d7,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.730462+00:00,2026-09-02T07:06:30.730462+00:00,0.0
0d949fd1-26ff-4b6e-8ffd-a960249c3e46,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.729466+00:00,2026-09-02T07:06:30.729466+00:00,0.0
0da57578-e89d-4f92-b0d5-2d80dab54b7c,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.719197+00:00,2026-09-02T07:06:30.719197+00:00,0.0
0de7b42e-b7d5-4d46-a612-b430f7254bfa,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.724810+00:00,2026-09-02T07:06:30.724810+00:00,0.0
0e160191-5bd3-4502-a867-d3d31073fe78,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.729220+00:00,2026-09-02T07:06:30.729220+00:00,0.0
0e397b9f-00e9-4fb9-8091-240cec4ee7f5,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.739416+00:00,,
0e82fd5e-a05b-44f1-bccd-11b6eaf58b88,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.740030+00:00,2026-09-02T07:06:30.740030+00:00,0.0
0f06afbc-6d56-4ae3-b7a9-cd1e7fea9637,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.733977+00:00,,
0f0c4b9a-4a7c-4cc5-af33-eabd306c93c0,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.734407+00:00,2026-09-02T07:06:30.734407+00:00,0.0
0f17d4fc-3a9d-4958-af27-36fa86c2bdba,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.732517+00:00,2026-09-02T07:06:30.732517+00:00,0.0
0f2f486a-8e84-4f2e-9b9a-7dbba108bb52,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.727236+00:00,,
0f312516-0ebf-4d1a-8b62-a5cd33f5ba9a,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.722746+00:00,,
0f838773-83e9-4cb3-81da-312fdb109720,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.724185+00:00,2026-09-02T07:06:30.724185+00:00,0.0
104a38c0-a537-4c80-8526-72d218431b18,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.727567+00:00,2026-09-02T07:06:30.727567+00:00,0.0
105220c9-949e-42a4-9317-89c9b07475b2,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.718217+00:00,2026-09-02T07:06:30.718217+00:00,0.0
107f96cf-0d59-42b7-ba1b-579e323aedbe,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.724279+00:00,2026-09-02T07:06:30.724279+00:00,0.0
1086c864-55eb-401f-b536-5d33c22e5412,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.723505+00:00,2026-09-02T07:06:30.723505+00:00,0.0
10a27823-5c8d-4a8d-8674-beedfc6b76c7,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.732983+00:00,,
113e41c7-625e-4581-89ba-45c5ae6ba24a,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.720933+00:00,2026-09-02T07:06:30.720933+00:00,0.0
114989ea-c402-4b96-b690-f2deefeb0c9b,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.722963+00:00,2026-09-02T07:06:30.722963+00:00,0.0
11504325-d1d2-4449-b442-340129f88781,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.736568+00:00,2026-09-02T07:06:30.736568+00:00,0.0
1157c27b-40a5-4744-824c-60d8f7458f00,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.732144+00:00,2026-09-02T07:06:30.732144+00:00,0.0
117a0e63-fd78-4b09-903d-fa18a02482f0,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.726776+00:00,,
11b43dee-f69c-4605-9171-9c7d1ea7c492,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.731052+00:00,,
12104394-f720-479a-8a69-19d8b688f81d,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.717910+00:00,,
1215645b-c7fc-48a6-9345-dca2350c90ff,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.725566+00:00,2026-09-02T07:06:30.725566+00:00,0.0
12bce293-ac73-4b8d-bd64-d2d485ebd3c7,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.730059+00:00,,
12d16985-b995-4f3f-bbfe-2d237abb52e7,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.736795+00:00,2026-09-02T07:06:30.736795+00:00,0.0
12d23c18-0c19-459e-9ee6-a78d29852696,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.735750+00:00,,
13141904-3388-4ea6-a24a-4282beb3547c,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.725131+00:00,2026-09-02T07:06:30.725131+00:00,0.0
132117df-bdef-4ec6-a7a8-81c387818f2e,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.722712+00:00,,
133ecca1-8631-4c58-b3ff-75bef1db7091,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.725465+00:00,,
14279d61-9c87-4543-82c7-baeac4b4b19f,benign_driver_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.733687+00:00,,
142fbc16-d063-4b70-accd-933d8d2fc564,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.729199+00:00,2026-09-02T07:06:30.729199+00:00,0.0
14620b41-4e26-4aef-ab47-f42b80922c15,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.729339+00:00,,
146694b2-ef4c-4d7c-b34f-13b204d72cab,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.725019+00:00,2026-09-02T07:06:30.725019+00:00,0.0
14c7033f-c0eb-4337-994c-4f20a40c6921,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.719454+00:00,2026-09-02T07:06:30.719454+00:00,0.0
1531d28f-5c7d-4b65-88d2-6c7314cdd8e8,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.714961+00:00,2026-09-02T07:06:30.714961+00:00,0.0
160ed59b-8e69-4341-9d46-07c9a90c36ab,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.739064+00:00,2026-09-02T07:06:30.739064+00:00,0.0
1621afd4-9478-44c3-b5b7-8d40ea85f2e8,classic_attack,attack,True,1,1,1,25.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.719262+00:00,2026-09-02T07:06:30.719262+00:00,0.0
1643023f-656f-4cfe-9e69-898b8cbaa492,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.719729+00:00,2026-09-02T07:06:30.719729+00:00,0.0
16c956b7-cce3-42e5-bcee-7cf38bf88d06,collapsed_attack,attack,True,1,1,1,4.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,1.0,True,True,sequence,2026-09-02T07:06:30.720678+00:00,2026-09-02T07:06:30.720678+00:00,0.0
16d057cf-7aec-4a7c-95a6-c8077440be4f,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.728178+00:00,2026-09-02T07:06:30.728178+00:00,0.0
16ecf6ab-e959-47eb-b786-e98de014f1ab,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.737811+00:00,2026-09-02T07:06:30.737811+00:00,0.0
1737da1b-b35b-4de7-8065-3e012262af6f,delayed_attack,attack,True,1,1,1,45.0,5,1.0,1.0,1.0,0.3333333333333333,0.933,True,0.0,False,True,sequence,2026-09-02T07:06:30.732695+00:00,2026-09-02T07:06:30.732695+00:00,0.0
17570b45-ee48-433a-9989-6877a759eee0,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.727821+00:00,2026-09-02T07:06:30.727821+00:00,0.0
17883226-32f1-4c92-830b-712a3680334e,partial_attack,attack,True,1,0,1,,5,1.0,1.0,0.0,0.3333333333333333,0.633,True,0.0,False,True,sequence,2026-09-02T07:06:30.734849+00:00,2026-09-02T07:06:30.734849+00:00,0.0
179054a3-6c94-476e-9a29-d64e92cf44a6,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.739836+00:00,2026-09-02T07:06:30.739836+00:00,0.0
17b49a70-9d76-4bfe-97f2-ca3f19a987ff,benign_admin,benign,False,1,0,0,,5,0.0,1.0,0.0,0.0,0.3,False,0.0,False,False,,2026-09-02T07:06:30.725591+00:00,,
18135e0b-3862-467b-9c29-535761f953cf,unknown_driver_attack,attack,False,1,1,1,4.0,5,0.0,1.0,1.0,0.3333333333333333,0.633,True,1.0,True,True,sequence,2026-09-02T07:06:30.714588+00:00,2026-09-02T07:06:30.714588+00:00,0.0
