session_id,label,scenario,rule_match,privilege_escalation_flag,security_process_killed,driver_load_present,time_since_driver_load,driver_load_time,privilege_escalation_time,security_process_kill_time,burst_seconds,precursor_command_count,session_start,session_end,ground_truth_label,risk_score,alert,sequence_alert,burst_score,burst_alert
026a7efc-3f17-41ec-964a-69b437d71c09,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.735683+00:00,2026-09-02T07:06:31.735683+00:00,2026-09-02T07:06:34.735683+00:00,4.0,1,2026-09-02 07:06:30.735683+00:00,2026-09-02 07:06:36.735683+00:00,attack,1.0,True,False,0.0,False
02d5e198-9b89-4fa8-b2c6-bd2fdf6a2afd,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.733041+00:00,2026-09-02T07:06:31.733041+00:00,2026-09-02T07:06:34.733041+00:00,4.0,1,2026-09-02 07:06:30.733041+00:00,2026-09-02 07:06:36.733041+00:00,attack,1.0,True,False,0.0,False
02f5542f-ba16-4782-8947-f930c563ddad,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.729899+00:00,2026-09-02T07:06:32.729899+00:00,,,0,2026-09-02 07:06:30.729899+00:00,2026-09-02 07:06:38.729899+00:00,benign,0.0,False,False,0.0,False
035bfa5a-660c-4f41-aa67-83c3c39d05e0,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.730368+00:00,2026-09-02T07:06:31.730368+00:00,2026-09-02T07:06:34.730368+00:00,4.0,1,2026-09-02 07:06:30.730368+00:00,2026-09-02 07:06:36.730368+00:00,attack,1.0,True,False,0.0,False
03693738-acf7-45f8-b379-e601cceb8985,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.720073+00:00,2026-09-02T07:06:50.720073+00:00,2026-09-02T07:07:15.720073+00:00,45.0,1,2026-09-02 07:06:30.720073+00:00,2026-09-02 07:07:40.720073+00:00,attack,1.0,True,False,0.0,False
036be7f4-3b68-45c9-90ab-9827d3a1f90d,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.733201+00:00,2026-09-02T07:06:31.733201+00:00,2026-09-02T07:06:34.733201+00:00,4.0,1,2026-09-02 07:06:30.733201+00:00,2026-09-02 07:06:36.733201+00:00,attack,1.0,True,False,0.0,False
038d4c4e-afe0-45c9-89d2-aa4abcb9ccf7,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.728923+00:00,2026-09-02T07:06:31.728923+00:00,2026-09-02T07:06:34.728923+00:00,4.0,1,2026-09-02 07:06:30.728923+00:00,2026-09-02 07:06:36.728923+00:00,attack,1.0,True,False,0.0,False
03c9b1d8-0e1e-4e0d-a660-445abe54a0ec,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.731577+00:00,2026-09-02T07:06:31.731577+00:00,2026-09-02T07:06:34.731577+00:00,4.0,1,2026-09-02 07:06:30.731577+00:00,2026-09-02 07:06:36.731577+00:00,attack,1.0,True,False,0.0,False
0427c6f2-cf3f-4c9f-b6c4-e76a917138ce,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.739526+00:00,2026-09-02T07:06:31.739526+00:00,2026-09-02T07:06:34.739526+00:00,4.0,1,2026-09-02 07:06:30.739526+00:00,2026-09-02 07:06:36.739526+00:00,attack,1.0,True,False,0.0,False
04451204-5533-4fd7-859f-cdb270953092,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.736722+00:00,2026-09-02T07:06:50.736722+00:00,2026-09-02T07:07:15.736722+00:00,45.0,1,2026-09-02 07:06:30.736722+00:00,2026-09-02 07:07:40.736722+00:00,attack,1.0,True,False,0.0,False
04b4d418-ddb5-4834-8716-5b4d62bb5363,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.729053+00:00,2026-09-02T07:06:31.729053+00:00,2026-09-02T07:06:34.729053+00:00,4.0,1,2026-09-02 07:06:30.729053+00:00,2026-09-02 07:06:36.729053+00:00,attack,1.0,True,False,0.0,False
04b89487-62fc-4420-b154-d80525dda312,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.714706+00:00,2026-09-02T07:06:32.714706+00:00,,,0,2026-09-02 07:06:30.714706+00:00,2026-09-02 07:06:38.714706+00:00,benign,0.0,False,False,0.0,False
04c7b215-c8ee-43ab-82ee-178d19bd451e,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.725484+00:00,2026-09-02T07:06:32.725484+00:00,,,1,2026-09-02 07:06:30.725484+00:00,2026-09-02 07:06:35.725484+00:00,attack,1.0,True,False,0.0,False
055300b0-4488-46f3-b66d-e33bf669859e,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.727006+00:00,2026-09-02T07:06:31.727006+00:00,2026-09-02T07:06:34.727006+00:00,4.0,1,2026-09-02 07:06:30.727006+00:00,2026-09-02 07:06:36.727006+00:00,attack,1.0,True,False,0.0,False
0576facc-02c8-4974-99ec-3999c75b4f5f,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.734964+00:00,2026-09-02T07:06:40.734964+00:00,,,0,2026-09-02 07:06:30.734964+00:00,2026-09-02 07:07:14.734964+00:00,benign,0.0,False,False,0.0,False
05ef5963-8854-4d91-a87e-823564e17a7e,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.730390+00:00,2026-09-02T07:06:40.730390+00:00,,,0,2026-09-02 07:06:30.730390+00:00,2026-09-02 07:07:30.730390+00:00,benign,0.0,False,False,0.0,False
063791ff-7cfe-46cd-8f73-91225dc65b5b,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.735480+00:00,2026-09-02T07:06:38.735480+00:00,2026-09-02T07:06:55.735480+00:00,25.0,1,2026-09-02 07:06:30.735480+00:00,2026-09-02 07:07:20.735480+00:00,attack,1.0,True,False,0.0,False
065e84ad-58e8-4951-8f95-4dbd2de63954,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.739254+00:00,2026-09-02T07:06:50.739254+00:00,2026-09-02T07:07:15.739254+00:00,45.0,1,2026-09-02 07:06:30.739254+00:00,2026-09-02 07:07:40.739254+00:00,attack,1.0,True,False,0.0,False
067cf742-d0d9-4187-8e4c-d1bf36fcd8c0,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.728783+00:00,2026-09-02T07:06:40.728783+00:00,,,0,2026-09-02 07:06:30.728783+00:00,2026-09-02 07:07:14.728783+00:00,benign,0.0,False,False,0.0,False
069e5ec3-5f12-4f1e-a74e-94a1ccf2bbce,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.723222+00:00,2026-09-02T07:06:40.723222+00:00,,,0,2026-09-02 07:06:30.723222+00:00,2026-09-02 07:07:30.723222+00:00,benign,0.0,False,False,0.0,False
070a0ff1-8eb3-481f-99a4-2d30c5335214,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.724228+00:00,2026-09-02T07:06:40.724228+00:00,,,0,2026-09-02 07:06:30.724228+00:00,2026-09-02 07:07:26.724228+00:00,benign,0.0,False,False,0.0,False
0716b81e-67fe-4c34-8e6e-fc14f6645a52,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.716992+00:00,2026-09-02T07:06:32.716992+00:00,,,1,2026-09-02 07:06:30.716992+00:00,2026-09-02 07:06:35.716992+00:00,attack,1.0,True,False,0.0,False
07739959-6912-4830-a199-ed5a3151c9dc,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.716068+00:00,2026-09-02T07:06:40.716068+00:00,,,0,2026-09-02 07:06:30.716068+00:00,2026-09-02 07:07:06.716068+00:00,benign,0.0,False,False,0.0,False
07804b68-89ce-43f5-837b-8debf973bc23,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.721123+00:00,2026-09-02T07:06:31.721123+00:00,2026-09-02T07:06:34.721123+00:00,4.0,1,2026-09-02 07:06:30.721123+00:00,2026-09-02 07:06:36.721123+00:00,attack,1.0,True,False,0.0,False
07b260bb-3d0e-4231-aca1-621bac229bcd,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.717379+00:00,2026-09-02T07:06:32.717379+00:00,,,1,2026-09-02 07:06:30.717379+00:00,2026-09-02 07:06:35.717379+00:00,attack,1.0,True,False,0.0,False
07bda21a-b0d2-4e75-bb4d-62c4438ac424,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.727885+00:00,2026-09-02T07:06:38.727885+00:00,2026-09-02T07:06:55.727885+00:00,25.0,1,2026-09-02 07:06:30.727885+00:00,2026-09-02 07:07:20.727885+00:00,attack,1.0,True,False,0.0,False
07fb7a40-2fcd-4e0f-9c16-e28d93316c7f,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.733931+00:00,2026-09-02T07:06:38.733931+00:00,2026-09-02T07:06:55.733931+00:00,25.0,1,2026-09-02 07:06:30.733931+00:00,2026-09-02 07:07:20.733931+00:00,attack,1.0,True,False,0.0,False
0825aaed-d838-4e3d-9337-075c97bff5c6,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.737693+00:00,2026-09-02T07:06:31.737693+00:00,2026-09-02T07:06:34.737693+00:00,4.0,1,2026-09-02 07:06:30.737693+00:00,2026-09-02 07:06:36.737693+00:00,attack,1.0,True,False,0.0,False
0884c61f-0db3-43dd-906d-9e273496e6c9,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.726075+00:00,2026-09-02T07:06:40.726075+00:00,,,0,2026-09-02 07:06:30.726075+00:00,2026-09-02 07:07:26.726075+00:00,benign,0.0,False,False,0.0,False
088d1f22-bd7d-4924-9489-519b223157b7,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.739906+00:00,2026-09-02T07:06:40.739906+00:00,,,0,2026-09-02 07:06:30.739906+00:00,2026-09-02 07:07:20.739906+00:00,benign,0.0,False,False,0.0,False
08bf81ae-22a0-4e80-b9f9-b4a296254070,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.720202+00:00,2026-09-02T07:06:32.720202+00:00,,,0,2026-09-02 07:06:30.720202+00:00,2026-09-02 07:06:38.720202+00:00,benign,0.0,False,False,0.0,False
08de30b6-e53b-4b55-9dba-78f60b103675,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.730611+00:00,2026-09-02T07:06:32.730611+00:00,,,1,2026-09-02 07:06:30.730611+00:00,2026-09-02 07:06:35.730611+00:00,attack,1.0,True,False,0.0,False
08ee8109-f4aa-4fd6-8aec-ca4e400012c0,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.714795+00:00,2026-09-02T07:06:38.714795+00:00,2026-09-02T07:06:55.714795+00:00,25.0,1,2026-09-02 07:06:30.714795+00:00,2026-09-02 07:07:20.714795+00:00,attack,1.0,True,False,0.0,False
09491121-1e65-4875-96d3-024361668ffd,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.733574+00:00,2026-09-02T07:06:31.733574+00:00,2026-09-02T07:06:34.733574+00:00,4.0,1,2026-09-02 07:06:30.733574+00:00,2026-09-02 07:06:36.733574+00:00,attack,1.0,True,False,0.0,False
095c3520-6cf6-42d8-92a9-f6f172497387,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.714380+00:00,2026-09-02T07:06:50.714380+00:00,2026-09-02T07:07:15.714380+00:00,45.0,1,2026-09-02 07:06:30.714380+00:00,2026-09-02 07:07:40.714380+00:00,attack,1.0,True,False,0.0,False
09642597-047f-429e-ab73-cd29e9d9faac,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.724576+00:00,2026-09-02T07:06:40.724576+00:00,,,0,2026-09-02 07:06:30.724576+00:00,2026-09-02 07:07:26.724576+00:00,benign,0.0,False,False,0.0,False
098b4d25-3029-4b80-b7ee-ef07c5c35b0b,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.728420+00:00,2026-09-02T07:06:31.728420+00:00,2026-09-02T07:06:34.728420+00:00,4.0,1,2026-09-02 07:06:30.728420+00:00,2026-09-02 07:06:36.728420+00:00,attack,1.0,True,False,0.0,False
09bc912e-8504-48d9-b555-95f6bc52fb27,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.739795+00:00,2026-09-02T07:06:32.739795+00:00,,,1,2026-09-02 07:06:30.739795+00:00,2026-09-02 07:06:35.739795+00:00,attack,1.0,True,False,0.0,False
09d75084-cf9e-44e5-aa65-d2f9c03454d3,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.725096+00:00,2026-09-02T07:06:32.725096+00:00,,,0,2026-09-02 07:06:30.725096+00:00,2026-09-02 07:06:38.725096+00:00,benign,0.0,False,False,0.0,False
0a895d92-1620-4a39-bd44-0457bd3cff74,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.726817+00:00,2026-09-02T07:06:50.726817+00:00,2026-09-02T07:07:15.726817+00:00,45.0,1,2026-09-02 07:06:30.726817+00:00,2026-09-02 07:07:40.726817+00:00,attack,1.0,True,False,0.0,False
0becfd84-3e6f-4ca0-83bd-a1895bcced95,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.733628+00:00,2026-09-02T07:06:31.733628+00:00,2026-09-02T07:06:34.733628+00:00,4.0,1,2026-09-02 07:06:30.733628+00:00,2026-09-02 07:06:36.733628+00:00,attack,1.0,True,False,0.0,False
0c63e2ab-ab45-486e-80f2-a0f4711c407c,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.732161+00:00,2026-09-02T07:06:50.732161+00:00,2026-09-02T07:07:15.732161+00:00,45.0,1,2026-09-02 07:06:30.732161+00:00,2026-09-02 07:07:40.732161+00:00,attack,1.0,True,False,0.0,False
0c661a2d-565f-4eb2-8318-06e5445feacf,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.733792+00:00,2026-09-02T07:06:31.733792+00:00,2026-09-02T07:06:34.733792+00:00,4.0,1,2026-09-02 07:06:30.733792+00:00,2026-09-02 07:06:36.733792+00:00,attack,1.0,True,False,0.0,False
0cb0aca4-f26a-44ec-afe4-23594f6e8d8c,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.724793+00:00,2026-09-02T07:06:32.724793+00:00,,,1,2026-09-02 07:06:30.724793+00:00,2026-09-02 07:06:35.724793+00:00,attack,1.0,True,False,0.0,False
0cd13449-9577-4f93-813f-9d07ace4fce9,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.729577+00:00,2026-09-02T07:06:50.729577+00:00,2026-09-02T07:07:15.729577+00:00,45.0,1,2026-09-02 07:06:30.729577+00:00,2026-09-02 07:07:40.729577+00:00,attack,1.0,True,False,0.0,False
0d2ba440-98bc-47e2-b1e8-42c2676f71ae,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.715215+00:00,2026-09-02T07:06:32.715215+00:00,,,0,2026-09-02 07:06:30.715215+00:00,2026-09-02 07:06:38.715215+00:00,benign,0.0,False,False,0.0,False
0d47e9c2-539c-48f6-84c0-48942e94ef4d,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.720262+00:00,2026-09-02T07:06:31.720262+00:00,2026-09-02T07:06:34.720262+00:00,4.0,1,2026-09-02 07:06:30.720262+00:00,2026-09-02 07:06:36.720262+00:00,attack,1.0,True,False,0.0,False
0d6e2aa2-22d0-46ce-be2f-a4c863be96ad,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.726316+00:00,2026-09-02T07:06:50.726316+00:00,2026-09-02T07:07:15.726316+00:00,45.0,1,2026-09-02 07:06:30.726316+00:00,2026-09-02 07:07:40.726316+00:00,attack,1.0,True,False,0.0,False
0d8890eb-f430-4412-b70a-41cd18033ca0,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.714818+00:00,2026-09-02T07:06:31.714818+00:00,2026-09-02T07:06:34.714818+00:00,4.0,1,2026-09-02 07:06:30.714818+00:00,2026-09-02 07:06:36.714818+00:00,attack,1.0,True,False,0.0,False
0d91b147-97fb-40a1-adca-fce5fee7a2d7,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.730462+00:00,2026-09-02T07:06:50.730462+00:00,2026-09-02T07:07:15.730462+00:00,45.0,1,2026-09-02 07:06:30.730462+00:00,2026-09-02 07:07:40.730462+00:00,attack,1.0,True,False,0.0,False
0d949fd1-26ff-4b6e-8ffd-a960249c3e46,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.729466+00:00,2026-09-02T07:06:38.729466+00:00,2026-09-02T07:06:55.729466+00:00,25.0,1,2026-09-02 07:06:30.729466+00:00,2026-09-02 07:07:20.729466+00:00,attack,1.0,True,False,0.0,False
0da57578-e89d-4f92-b0d5-2d80dab54b7c,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.719197+00:00,2026-09-02T07:06:32.719197+00:00,,,1,2026-09-02 07:06:30.719197+00:00,2026-09-02 07:06:35.719197+00:00,attack,1.0,True,False,0.0,False
0de7b42e-b7d5-4d46-a612-b430f7254bfa,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.724810+00:00,2026-09-02T07:06:50.724810+00:00,2026-09-02T07:07:15.724810+00:00,45.0,1,2026-09-02 07:06:30.724810+00:00,2026-09-02 07:07:40.724810+00:00,attack,1.0,True,False,0.0,False
0e160191-5bd3-4502-a867-d3d31073fe78,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.729220+00:00,2026-09-02T07:06:31.729220+00:00,2026-09-02T07:06:34.729220+00:00,4.0,1,2026-09-02 07:06:30.729220+00:00,2026-09-02 07:06:36.729220+00:00,attack,1.0,True,False,0.0,False
0e397b9f-00e9-4fb9-8091-240cec4ee7f5,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.739416+00:00,2026-09-02T07:06:32.739416+00:00,,,0,2026-09-02 07:06:30.739416+00:00,2026-09-02 07:06:38.739416+00:00,benign,0.0,False,False,0.0,False
0e82fd5e-a05b-44f1-bccd-11b6eaf58b88,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.740030+00:00,2026-09-02T07:06:38.740030+00:00,2026-09-02T07:06:55.740030+00:00,25.0,1,2026-09-02 07:06:30.740030+00:00,2026-09-02 07:07:20.740030+00:00,attack,1.0,True,False,0.0,False
0f06afbc-6d56-4ae3-b7a9-cd1e7fea9637,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.733977+00:00,2026-09-02T07:06:40.733977+00:00,,,0,2026-09-02 07:06:30.733977+00:00,2026-09-02 07:07:13.733977+00:00,benign,0.0,False,False,0.0,False
0f0c4b9a-4a7c-4cc5-af33-eabd306c93c0,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.734407+00:00,2026-09-02T07:06:31.734407+00:00,2026-09-02T07:06:34.734407+00:00,4.0,1,2026-09-02 07:06:30.734407+00:00,2026-09-02 07:06:36.734407+00:00,attack,1.0,True,False,0.0,False
0f17d4fc-3a9d-4958-af27-36fa86c2bdba,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.732517+00:00,2026-09-02T07:06:50.732517+00:00,2026-09-02T07:07:15.732517+00:00,45.0,1,2026-09-02 07:06:30.732517+00:00,2026-09-02 07:07:40.732517+00:00,attack,1.0,True,False,0.0,False
0f2f486a-8e84-4f2e-9b9a-7dbba108bb52,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.727236+00:00,2026-09-02T07:06:40.727236+00:00,,,0,2026-09-02 07:06:30.727236+00:00,2026-09-02 07:07:20.727236+00:00,benign,0.0,False,False,0.0,False
0f312516-0ebf-4d1a-8b62-a5cd33f5ba9a,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.722746+00:00,2026-09-02T07:06:32.722746+00:00,,,0,2026-09-02 07:06:30.722746+00:00,2026-09-02 07:06:38.722746+00:00,benign,0.0,False,False,0.0,False
0f838773-83e9-4cb3-81da-312fdb109720,attack,classic_attack,True,1,1,1,25.0,2026-09-02T07:06:30.724185+00:00,2026-09-02T07:06:38.724185+00:00,2026-09-02T07:06:55.724185+00:00,25.0,1,2026-09-02 07:06:30.724185+00:00,2026-09-02 07:07:20.724185+00:00,attack,1.0,True,False,0.0,False
104a38c0-a537-4c80-8526-72d218431b18,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.727567+00:00,2026-09-02T07:06:31.727567+00:00,2026-09-02T07:06:34.727567+00:00,4.0,1,2026-09-02 07:06:30.727567+00:00,2026-09-02 07:06:36.727567+00:00,attack,1.0,True,False,0.0,False
105220c9-949e-42a4-9317-89c9b07475b2,attack,collapsed_attack,True,1,1,1,4.0,2026-09-02T07:06:30.718217+00:00,2026-09-02T07:06:31.718217+00:00,2026-09-02T07:06:34.718217+00:00,4.0,1,2026-09-02 07:06:30.718217+00:00,2026-09-02 07:06:36.718217+00:00,attack,1.0,True,False,0.0,False
107f96cf-0d59-42b7-ba1b-579e323aedbe,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.724279+00:00,2026-09-02T07:06:32.724279+00:00,,,1,2026-09-02 07:06:30.724279+00:00,2026-09-02 07:06:35.724279+00:00,attack,1.0,True,False,0.0,False
1086c864-55eb-401f-b536-5d33c22e5412,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.723505+00:00,2026-09-02T07:06:31.723505+00:00,2026-09-02T07:06:34.723505+00:00,4.0,1,2026-09-02 07:06:30.723505+00:00,2026-09-02 07:06:36.723505+00:00,attack,1.0,True,False,0.0,False
10a27823-5c8d-4a8d-8674-beedfc6b76c7,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.732983+00:00,2026-09-02T07:06:32.732983+00:00,,,0,2026-09-02 07:06:30.732983+00:00,2026-09-02 07:06:38.732983+00:00,benign,0.0,False,False,0.0,False
113e41c7-625e-4581-89ba-45c5ae6ba24a,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.720933+00:00,2026-09-02T07:06:50.720933+00:00,2026-09-02T07:07:15.720933+00:00,45.0,1,2026-09-02 07:06:30.720933+00:00,2026-09-02 07:07:40.720933+00:00,attack,1.0,True,False,0.0,False
114989ea-c402-4b96-b690-f2deefeb0c9b,attack,delayed_attack,True,1,1,1,45.0,2026-09-02T07:06:30.722963+00:00,2026-09-02T07:06:50.722963+00:00,2026-09-02T07:07:15.722963+00:00,45.0,1,2026-09-02 07:06:30.722963+00:00,2026-09-02 07:07:40.722963+00:00,attack,1.0,True,False,0.0,False
11504325-d1d2-4449-b442-340129f88781,attack,unknown_driver_attack,False,1,1,1,4.0,2026-09-02T07:06:30.736568+00:00,2026-09-02T07:06:31.736568+00:00,2026-09-02T07:06:34.736568+00:00,4.0,1,2026-09-02 07:06:30.736568+00:00,2026-09-02 07:06:36.736568+00:00,attack,1.0,True,False,0.0,False
1157c27b-40a5-4744-824c-60d8f7458f00,attack,partial_attack,True,1,0,1,0.0,2026-09-02T07:06:30.732144+00:00,2026-09-02T07:06:32.732144+00:00,,,1,2026-09-02 07:06:30.732144+00:00,2026-09-02 07:06:35.732144+00:00,attack,1.0,True,False,0.0,False
117a0e63-fd78-4b09-903d-fa18a02482f0,benign,benign_driver_admin,False,1,0,1,0.0,2026-09-02T07:06:30.726776+00:00,2026-09-02T07:06:32.726776+00:00,,,0,2026-09-02 07:06:30.726776+00:00,2026-09-02 07:06:38.726776+00:00,benign,0.0,False,False,0.0,False
11b43dee-f69c-4605-9171-9c7d1ea7c492,benign,benign_admin,False,1,0,1,0.0,2026-09-02T07:06:30.731052+00:00,2026-09-02T07:06:40.731052+00:00,,,0,2026-09-02 07:06:30.731052+00:00,2026-09-02 07:07:15.731052+00:00,benign,0.0,False,False,0.0,False
